Season,District,Taluka,Village,Crop_Variety,Soil_Type,Farm_Area_hectares,Rainfall_mm,Avg_Temp_C,Avg_Humidity_pct,Row_Spacing_cm,Plant_Spacing_cm,Yield_kg_hectare,Sowing_Recommended
Rabi,Osmanabad,Tuljapur,Washi,Wheat (HD-3086),Clay Loam,9.55,218,23.4,57,21,3,2893,Yes
Rabi,Nanded,Mudkhed,Hadgaon,Sunflower (KBSH-53),Clay Loam,5.31,453,26.6,57,59,33,1767,Yes
Kharif,Kolhapur,Shirol,Hatkanangale,Rice (DRRH-3),Deep Black,11.31,1003,29.2,84,23,13,3608,Yes
Kharif,Jalna,Ambad,Bhokardan,Pearl Millet (ICTP-8203),Medium Black,4.75,615,27.4,61,48,15,0,No
Kharif,Aurangabad,Vaijapur,Gangapur,Cotton (NSP-1136),Medium Black,3.47,833,28.0,63,63,30,1698,Yes
Rabi,Pune,Junnar,Ambegaon,Sunflower (BSH-1),Medium Black,10.14,333,23.3,55,50,29,1016,Yes
Rabi,Pune,Indapur,Ghoti,Wheat (HI-1500),Shallow Black,4.82,317,17.4,58,19,2,2211,Yes
Rabi,Jalgaon,Bhusawal,Raver,Safflower (A-1),Deep Black,3.91,233,27.9,61,40,12,0,No
Rabi,Nashik,Niphad,Sinnar,Sorghum (CSH-23),Clay Loam,7.27,358,21.7,69,51,14,0,No
Kharif,Yavatmal,Pusad,Mahagaon,Soybean (MAUS-71),Clay Loam,5.5,1078,34.6,70,43,6,1365,Yes
Rabi,Jalna,Ambad,Ghansawangi,Chickpea (Vijay),Clay Loam,1.92,238,23.4,66,30,9,1593,Yes
Kharif,Jalgaon,Jamner,Jamner Town,Groundnut (JL-24),Laterite,8.31,632,35.8,61,36,15,1020,Yes
Kharif,Amravati,Chandur,Chikhaldara,Cotton (NSP-1135),Laterite,8.54,1098,27.1,75,81,28,949,Yes
Kharif,Amravati,Morshi,Teosa,Cotton (NH-615),Medium Black,6.33,1000,26.0,69,75,29,1155,Yes
Kharif,Dhule,Shirpur,Shirpur Town,Cotton (NSP-1135),Medium Black,2.64,510,30.1,72,78,30,1842,Yes
Rabi,Sindhudurg,Kankavli,Malvan,Sorghum (CSH-16),Shallow Black,3.12,153,27.9,59,41,15,1522,Yes
Kharif,Buldhana,Chikhli,Malkapur,Cotton (NSP-1136),Deep Black,8.1,563,32.1,58,78,30,2162,Yes
Rabi,Solapur,Barshi,Mangalvedha,Wheat (HI-1500),Clay Loam,2.01,273,23.8,62,22,2,2138,Yes
Rabi,Ahmednagar,Sangamner,Nevasa,Wheat (HD-3086),Laterite,8.43,308,24.2,55,22,3,2878,Yes
Kharif,Mumbai,Mumbai City,Colaba,Soybean (MAUS-71),Clay Loam,1.61,467,34.9,74,50,7,1249,Yes
Rabi,Sindhudurg,Oros,Kankavli,Wheat (MP-3288),Deep Black,1.89,232,24.2,48,15,2,0,No
Kharif,Sindhudurg,Kankavli,Dodamarg,Rice (SAHABHAGI),Deep Black,4.29,713,33.6,58,32,17,0,No
Rabi,Mumbai,Mumbai City,Colaba,Chickpea (JG-16),Clay Loam,11.03,270,25.8,63,27,12,1743,Yes
Kharif,Akola,Balapur,Balapur Town,Cotton (NH-615),Deep Black,3.99,578,34.1,61,80,30,2172,Yes
Kharif,Mumbai,Mumbai City,Fort,Cotton (NSP-1136),Deep Black,8.17,783,29.8,62,83,30,1773,Yes
Rabi,Satara,Wai,Patan,Sunflower (KBSH-53),Deep Black,7.79,297,18.5,57,53,32,0,No
Rabi,Wardha,Hinganghat,Samudrapur,Wheat (MP-3288),Medium Black,8.95,414,21.6,59,26,2,5030,Yes
Rabi,Solapur,Barshi,Malshiras,Safflower (A-1),Shallow Black,10.17,290,27.3,60,46,16,0,No
Kharif,Mumbai,Mumbai Suburban,Bandra,Pigeonpea (ICPL-87119),Laterite,5.69,581,30.6,60,54,20,0,No
Rabi,Nanded,Mukhed,Loha,Chickpea (JG-16),Clay Loam,11.45,301,22.1,73,32,11,1919,Yes
Rabi,Pune,Junnar,Shivneri,Wheat (MP-3288),Medium Black,11.24,302,21.3,65,20,2,3164,Yes
Rabi,Thane,Bhiwandi,Dahanu,Safflower (PBNS-12),Clay Loam,2.42,238,29.3,63,51,16,0,No
Rabi,Parbhani,Gangakhed,Pathri,Chickpea (Vijay),Clay Loam,9.72,259,26.8,62,29,10,1110,Yes
Kharif,Parbhani,Gangakhed,Manwath,Rice (SAHABHAGI),Medium Black,1.32,517,31.0,60,18,11,0,No
Rabi,Satara,Wai,Wai Town,Chickpea (JG-16),Deep Black,1.88,273,17.6,56,26,9,2023,Yes
Kharif,Pune,Indapur,Ghoti,Pigeonpea (ICPL-87119),Medium Black,10.29,761,30.3,69,64,19,1057,Yes
Kharif,Kolhapur,Shirol,Hatkanangale,Pearl Millet (ICTP-8203),Laterite,11.17,982,26.2,68,51,12,0,No
Kharif,Parbhani,Jintur,Jintur Town,Pearl Millet (ICTP-8203),Laterite,3.4,580,30.5,75,53,18,1053,Yes
Kharif,Sindhudurg,Oros,Oros Town,Cotton (NSP-1135),Shallow Black,8.15,546,33.0,75,84,29,1749,Yes
Kharif,Solapur,Barshi,Pandharpur,Cotton (NSP-1136),Shallow Black,9.12,521,35.0,70,74,32,1691,Yes
Kharif,Nagpur,Umred,Bhiwapur,Groundnut (JL-24),Medium Black,6.08,873,33.3,69,43,13,0,No
Rabi,Aurangabad,Vaijapur,Phulambri,Wheat (MP-3288),Laterite,4.92,270,22.9,60,23,6,1686,Yes
Rabi,Jalna,Badnapur,Ambad,Wheat (HD-3086),Shallow Black,8.87,211,23.4,59,26,5,1930,Yes
Rabi,Sindhudurg,Oros,Kankavli,Wheat (HD-3086),Clay Loam,10.63,175,24.5,50,20,3,0,No
Rabi,Jalgaon,Bhusawal,Bodwad,Safflower (A-1),Shallow Black,1.93,321,23.7,51,39,17,697,Yes
Kharif,Nagpur,Katol,Narkhed,Rice (SAHABHAGI),Laterite,3.62,851,32.2,81,26,12,0,No
Rabi,Latur,Udgir,Udgir Town,Sorghum (CSH-23),Laterite,1.28,240,23.8,63,49,15,0,No
Rabi,Sangli,Tasgaon,Kavathe,Sorghum (CSH-16),Clay Loam,8.98,370,16.7,61,49,14,0,No
Rabi,Sangli,Tasgaon,Miraj,Safflower (A-1),Clay Loam,8.04,297,19.8,58,48,15,825,Yes
Rabi,Aurangabad,Vaijapur,Gangapur,Wheat (MP-3288),Clay Loam,5.42,278,21.0,60,25,2,2641,Yes
Kharif,Thane,Palghar,Dahanu,Cotton (NH-615),Deep Black,3.89,532,29.6,70,73,29,2459,Yes
Kharif,Kolhapur,Karvir,Panhala,Soybean (JS-335),Clay Loam,2.17,1125,28.0,65,47,6,1653,Yes
Rabi,Wardha,Arvi,Hinganghat,Sunflower (KBSH-53),Shallow Black,10.42,389,26.1,65,57,28,1104,Yes
Rabi,Latur,Udgir,Nilanga,Wheat (HI-1500),Clay Loam,4.09,194,28.5,47,30,6,0,No
Kharif,Kolhapur,Shirol,Bhudargad,Soybean (MACS-450),Medium Black,11.23,655,30.2,66,51,2,2322,Yes
Kharif,Nagpur,Umred,Kuhi,Groundnut (JL-24),Clay Loam,5.22,812,32.8,74,40,14,0,No
Kharif,Nashik,Niphad,Dabhadi,Rice (DRRH-3),Clay Loam,4.9,698,30.0,66,31,16,0,No
Rabi,Osmanabad,Osmanabad City,Tuljapur,Wheat (HD-3086),Clay Loam,2.21,348,28.4,53,15,5,0,No
Kharif,Dhule,Shirpur,Sindkhede,Cotton (NH-615),Shallow Black,9.16,674,28.3,64,70,30,2025,Yes
Kharif,Jalna,Ambad,Badnapur,Groundnut (JL-24),Medium Black,5.15,523,29.7,73,36,16,1873,Yes
Kharif,Nanded,Hadgaon,Naigaon,Cotton (NH-615),Medium Black,5.75,1063,29.4,66,80,27,1293,Yes
Rabi,Kolhapur,Karvir,Kolhapur Rural,Wheat (HD-3086),Deep Black,1.48,351,16.4,65,23,2,2884,Yes
Rabi,Nanded,Mudkhed,Hadgaon,Chickpea (Vijay),Clay Loam,10.72,494,23.5,74,31,12,0,No
Rabi,Dhule,Sindkhede,Dhule City,Sunflower (BSH-1),Shallow Black,4.76,314,26.2,45,64,31,0,No
Kharif,Latur,Udgir,Ahmadpur,Rice (DRRH-3),Medium Black,3.44,680,29.2,71,26,15,2103,Yes
Kharif,Nagpur,Umred,Kamptee,Cotton (NSP-1135),Medium Black,10.49,1021,29.1,75,72,31,1305,Yes
Kharif,Amravati,Chandur,Daryapur,Cotton (NSP-1136),Laterite,4.18,980,33.6,79,80,30,846,Yes
Kharif,Ratnagiri,Chiplun,Dapoli,Pigeonpea (ICPL-87119),Clay Loam,4.46,517,35.6,72,52,20,0,No
Rabi,Solapur,Barshi,Barshi Town,Sorghum (CSH-16),Clay Loam,11.88,213,23.5,64,46,15,0,No
Rabi,Kolhapur,Shirol,Shirol Town,Sunflower (KBSH-53),Clay Loam,10.63,377,21.4,56,56,31,1257,Yes
Rabi,Osmanabad,Osmanabad City,Paranda,Safflower (PBNS-12),Shallow Black,9.18,313,25.4,60,53,14,0,No
Kharif,Thane,Bhiwandi,Bhiwandi Town,Groundnut (TG-37A),Medium Black,6.88,711,32.3,75,50,16,0,No
Rabi,Aurangabad,Gangapur,Paithan,Safflower (A-1),Deep Black,2.55,395,23.9,62,42,14,1123,Yes
Kharif,Nanded,Loha,Mudkhed,Rice (DRRH-3),Deep Black,8.33,716,27.4,83,27,10,2422,Yes
Rabi,Mumbai,Mumbai Suburban,Bandra,Chickpea (JG-16),Clay Loam,9.99,154,25.1,46,21,10,0,No
Kharif,Wardha,Hinganghat,Ashti,Cotton (NH-615),Shallow Black,4.98,1039,29.1,81,70,27,0,No
Rabi,Ahmednagar,Kopargaon,Rahuri,Safflower (A-1),Medium Black,9.28,392,24.8,54,42,16,1024,Yes
Rabi,Mumbai,Mumbai Suburban,Juhu,Safflower (PBNS-12),Shallow Black,9.01,219,27.2,51,51,16,0,No
Rabi,Pune,Baramati,Pimpli,Safflower (PBNS-12),Clay Loam,9.28,440,23.7,64,49,15,1277,Yes
Kharif,Yavatmal,Pusad,Wani,Groundnut (TG-37A),Clay Loam,8.21,703,28.9,69,41,11,1645,Yes
Rabi,Nashik,Niphad,Gonde,Wheat (HI-1500),Clay Loam,11.4,320,23.5,64,23,4,4546,Yes
Kharif,Parbhani,Jintur,Pathri,Pearl Millet (ICTP-8203),Medium Black,8.2,609,33.4,69,49,12,1118,Yes
Kharif,Buldhana,Khamgaon,Lonar,Groundnut (JL-24),Medium Black,9.55,602,33.8,62,41,17,1348,Yes
Kharif,Thane,Palghar,Vasai,Soybean (JS-335),Shallow Black,10.07,773,34.8,57,49,3,1476,Yes
Kharif,Amravati,Morshi,Dharni,Soybean (MACS-450),Deep Black,4.88,1086,34.9,78,41,6,1686,Yes
Rabi,Chandrapur,Ballarpur,Mul,Wheat (HI-1500),Clay Loam,8.59,314,29.8,52,24,3,0,No
Kharif,Jalgaon,Jamner,Erandol,Cotton (NSP-1136),Clay Loam,3.35,767,35.8,56,77,30,0,No
Kharif,Wardha,Hinganghat,Ashti,Pigeonpea (BSMR-736),Deep Black,3.58,845,34.5,77,65,19,0,No
Kharif,Buldhana,Khamgaon,Lonar,Pearl Millet (DHANASHREE),Medium Black,11.76,473,33.3,70,55,12,1597,Yes
Rabi,Yavatmal,Digras,Ghatanji,Wheat (MP-3288),Shallow Black,3.99,323,22.2,57,22,2,3130,Yes
Rabi,Solapur,Mohol,Karmala,Safflower (PBNS-12),Shallow Black,1.43,232,23.8,62,42,17,657,Yes
Kharif,Satara,Wai,Wai Town,Groundnut (TG-37A),Deep Black,9.27,989,25.6,68,35,13,1153,Yes
Kharif,Nashik,Niphad,Dabhadi,Pearl Millet (ICTP-8203),Shallow Black,3.49,524,27.0,72,56,13,1199,Yes
Rabi,Ahmednagar,Sangamner,Akole,Sorghum (CSH-23),Medium Black,2.02,312,23.3,68,57,16,0,No
Rabi,Amravati,Morshi,Morshi Town,Safflower (A-1),Medium Black,9.59,499,23.0,67,44,14,1573,Yes
Kharif,Hingoli,Basmath,Kalamnuri,Soybean (MACS-450),Deep Black,10.8,569,29.2,65,41,4,2403,Yes
Kharif,Sindhudurg,Oros,Vengurla,Groundnut (TG-37A),Deep Black,11.95,561,29.0,62,36,16,2274,Yes
Rabi,Mumbai,Mumbai Suburban,Borivali,Chickpea (Digvijay),Clay Loam,5.74,255,24.7,65,31,8,1395,Yes
Kharif,Buldhana,Khamgaon,Mehkar,Cotton (NSP-1136),Shallow Black,5.44,491,34.2,57,79,26,0,No
Kharif,Jalna,Ambad,Jafrabad,Pearl Millet (ICTP-8203),Laterite,1.83,678,29.6,69,47,15,646,Yes
Rabi,Sangli,Miraj,Tasgaon,Sorghum (CSH-16),Laterite,11.71,428,20.3,62,40,18,1709,Yes
Rabi,Akola,Akot,Patur,Chickpea (Vijay),Medium Black,7.14,259,28.2,65,35,11,1103,Yes
Rabi,Sangli,Miraj,Shirala,Sunflower (KBSH-53),Medium Black,2.03,308,20.9,69,60,29,974,Yes
Kharif,Parbhani,Jintur,Manwath,Groundnut (TG-37A),Clay Loam,7.66,428,35.8,71,36,16,0,No
Rabi,Sindhudurg,Oros,Kudal,Wheat (HI-1500),Clay Loam,4.95,212,29.3,45,15,2,0,No
Kharif,Latur,Udgir,Chakur,Pearl Millet (ICTP-8203),Medium Black,11.08,576,32.4,58,51,11,1476,Yes
Kharif,Sindhudurg,Kankavli,Malvan,Pigeonpea (ICPL-87119),Medium Black,7.63,631,29.3,61,52,21,1024,Yes
Rabi,Osmanabad,Osmanabad City,Lohara,Chickpea (Digvijay),Deep Black,4.44,272,28.6,65,38,11,1554,Yes
Kharif,Dhule,Sindkhede,Shirpur,Pigeonpea (ICPL-87119),Shallow Black,4.11,781,30.1,64,69,21,747,Yes
Rabi,Amravati,Morshi,Daryapur,Wheat (HD-3086),Shallow Black,4.7,381,25.4,64,27,2,3844,Yes
Rabi,Parbhani,Jintur,Sonpeth,Wheat (HI-1500),Clay Loam,11.55,182,26.7,60,17,5,0,No
Rabi,Hingoli,Basmath,Hingoli City,Sunflower (KBSH-53),Shallow Black,6.2,197,22.1,62,55,29,792,Yes
Rabi,Chandrapur,Ballarpur,Mul,Chickpea (Digvijay),Clay Loam,9.0,178,22.8,64,26,10,1138,Yes
Kharif,Yavatmal,Digras,Mahagaon,Groundnut (TG-37A),Laterite,10.33,1032,28.3,84,36,15,0,No
Kharif,Yavatmal,Pusad,Umarkhed,Cotton (NSP-1136),Laterite,11.38,854,28.4,74,83,31,870,Yes
Rabi,Solapur,Barshi,Mangalvedha,Wheat (HD-3086),Clay Loam,5.78,281,29.9,45,16,2,0,No
Kharif,Nanded,Deglur,Bhokar,Rice (DRRH-3),Clay Loam,9.05,711,30.4,81,23,16,0,No
Kharif,Latur,Udgir,Udgir Town,Soybean (MAUS-71),Laterite,9.72,696,30.7,66,48,5,2195,Yes
Kharif,Parbhani,Jintur,Manwath,Rice (SAHABHAGI),Deep Black,1.2,728,30.3,58,28,14,0,No
Rabi,Jalgaon,Jamner,Chopda,Sorghum (CSH-23),Medium Black,11.58,222,23.3,59,41,15,0,No
Kharif,Akola,Balapur,Balapur Town,Cotton (NSP-1136),Laterite,5.81,465,32.9,71,71,26,1203,Yes
Kharif,Mumbai,Mumbai City,Nariman Point,Pigeonpea (ICPL-87119),Laterite,7.75,750,32.0,73,57,19,0,No
Kharif,Sangli,Tasgaon,Jat,Cotton (NSP-1135),Shallow Black,8.79,647,24.3,74,70,30,1373,Yes
Rabi,Chandrapur,Ballarpur,Nagbhid,Sorghum (CSH-16),Deep Black,10.48,200,27.5,48,47,14,0,No
Rabi,Amravati,Chandur,Teosa,Wheat (HI-1500),Shallow Black,3.15,311,27.3,57,15,2,1766,Yes
Kharif,Chandrapur,Ballarpur,Ballarpur Town,Pigeonpea (BSMR-736),Laterite,1.75,436,29.6,75,66,17,0,No
Kharif,Nashik,Satana,Satana Town,Groundnut (JL-24),Clay Loam,7.16,779,31.1,63,38,15,0,No
Rabi,Mumbai,Mumbai Suburban,Bandra,Sunflower (BSH-1),Clay Loam,5.09,262,27.5,65,49,31,816,Yes
Kharif,Pune,Baramati,Shirwal,Rice (DRRH-3),Medium Black,6.05,894,28.9,75,23,16,2876,Yes
Kharif,Sindhudurg,Kankavli,Sawantwadi,Groundnut (TG-37A),Laterite,2.04,718,29.1,55,42,13,0,No
Kharif,Jalgaon,Jamner,Bodwad,Pearl Millet (ICTP-8203),Laterite,4.32,446,31.8,70,54,12,1070,Yes
Kharif,Amravati,Morshi,Morshi Town,Cotton (NH-615),Shallow Black,1.09,842,30.5,66,77,27,1500,Yes
Rabi,Sindhudurg,Kankavli,Dodamarg,Wheat (HI-1500),Shallow Black,7.13,322,24.5,53,15,4,3429,Yes
Kharif,Mumbai,Mumbai City,Colaba,Pigeonpea (BSMR-736),Shallow Black,9.78,404,29.8,62,69,18,0,No
Kharif,Parbhani,Jintur,Sonpeth,Pigeonpea (ICPL-87119),Medium Black,3.37,597,34.8,65,68,20,0,No
Rabi,Parbhani,Jintur,Jintur Town,Wheat (HD-3086),Clay Loam,3.37,212,23.2,65,25,4,2142,Yes
Rabi,Akola,Akot,Barshitakli,Sorghum (CSH-23),Medium Black,4.96,246,22.6,57,45,16,0,No
Rabi,Thane,Palghar,Vada,Wheat (HD-3086),Deep Black,8.35,157,25.0,52,16,5,0,No
Rabi,Akola,Balapur,Balapur Town,Sunflower (KBSH-53),Clay Loam,11.17,210,22.8,55,64,24,941,Yes
Kharif,Nashik,Niphad,Palkhed,Groundnut (JL-24),Medium Black,1.58,780,30.9,77,46,16,0,No
Kharif,Chandrapur,Brahmapuri,Nagbhid,Cotton (NSP-1136),Deep Black,2.32,445,30.1,70,72,30,1404,Yes
Kharif,Sangli,Miraj,Miraj Town,Pigeonpea (BSMR-736),Shallow Black,7.93,1048,30.0,79,68,16,0,No
Rabi,Buldhana,Khamgaon,Mehkar,Sunflower (KBSH-53),Shallow Black,4.71,213,29.0,59,53,31,0,No
Kharif,Hingoli,Aundha Nagnath,Sengaon,Soybean (MACS-450),Shallow Black,5.53,428,32.1,62,44,2,0,No
Kharif,Satara,Wai,Mahabaleshwar,Pigeonpea (ICPL-87119),Shallow Black,1.86,1035,26.3,67,48,19,659,Yes
Rabi,Hingoli,Basmath,Aundha Nagnath,Chickpea (JG-16),Shallow Black,3.49,250,27.6,58,29,7,737,Yes
Kharif,Latur,Udgir,Chakur,Rice (DRRH-3),Deep Black,4.36,502,28.1,60,22,15,0,No
Kharif,Ahmednagar,Kopargaon,Sangamner,Rice (DRRH-3),Deep Black,4.32,513,27.1,80,19,14,2577,Yes
Kharif,Chandrapur,Brahmapuri,Chimur,Pearl Millet (DHANASHREE),Medium Black,1.42,648,34.6,68,49,17,979,Yes
Kharif,Hingoli,Aundha Nagnath,Sengaon,Groundnut (TG-37A),Deep Black,11.95,748,28.9,70,40,16,1634,Yes
Rabi,Chandrapur,Brahmapuri,Chimur,Wheat (MP-3288),Clay Loam,10.92,322,28.3,57,24,6,2579,Yes
Kharif,Sangli,Miraj,Miraj Town,Pigeonpea (BSMR-736),Medium Black,6.35,605,28.2,83,60,19,0,No
Kharif,Buldhana,Khamgaon,Khamgaon Town,Pearl Millet (ICTP-8203),Laterite,2.92,760,32.0,67,51,17,639,Yes
Kharif,Nanded,Hadgaon,Kinwat,Rice (SAHABHAGI),Laterite,8.56,740,30.3,79,22,11,0,No
Rabi,Akola,Akot,Patur,Safflower (A-1),Deep Black,5.64,339,22.6,60,52,17,891,Yes
Rabi,Buldhana,Chikhli,Chikhli Town,Sorghum (CSH-23),Laterite,4.95,338,29.1,58,42,16,1471,Yes
Kharif,Kolhapur,Shirol,Kagal,Soybean (JS-335),Shallow Black,3.51,853,27.1,75,50,6,2469,Yes
Kharif,Nanded,Nanded City,Nanded City,Cotton (NSP-1135),Laterite,6.1,1008,32.2,78,75,31,914,Yes
Kharif,Solapur,Mohol,Akkalkot,Rice (SAHABHAGI),Laterite,7.16,607,31.8,75,24,15,0,No
Kharif,Chandrapur,Brahmapuri,Nagbhid,Soybean (JS-335),Clay Loam,2.17,673,31.4,58,47,4,2098,Yes
Rabi,Ahmednagar,Sangamner,Kopargaon,Chickpea (JG-16),Shallow Black,10.42,282,24.3,64,33,8,1693,Yes
Rabi,Mumbai,Mumbai Suburban,Kandivali,Sorghum (CSH-23),Clay Loam,2.01,350,29.8,52,49,10,0,No
Kharif,Nanded,Nanded City,Nanded City,Soybean (MACS-450),Deep Black,10.09,760,30.2,74,46,3,2674,Yes
Rabi,Wardha,Arvi,Samudrapur,Sorghum (CSH-23),Laterite,8.78,488,21.2,67,42,15,1765,Yes
Rabi,Amravati,Chandur,Achalpur,Safflower (A-1),Deep Black,5.94,374,23.9,55,43,16,1153,Yes
Kharif,Satara,Wai,Jaoli,Pearl Millet (DHANASHREE),Laterite,10.08,757,30.2,83,49,20,0,No
Kharif,Thane,Bhiwandi,Ulhasnagar,Rice (DRRH-3),Shallow Black,4.23,702,34.5,59,21,15,0,No
Rabi,Ratnagiri,Dapoli,Sangameshwar,Sunflower (KBSH-53),Shallow Black,1.34,215,28.1,65,61,31,0,No
Kharif,Yavatmal,Pusad,Pusad Town,Pearl Millet (ICTP-8203),Laterite,6.5,886,27.1,77,48,12,0,No
Rabi,Akola,Balapur,Akot,Safflower (PBNS-12),Deep Black,7.19,236,27.4,59,49,16,0,No
Kharif,Pune,Junnar,Shivneri,Cotton (NSP-1136),Clay Loam,9.39,962,24.9,74,84,31,0,No
Rabi,Wardha,Hinganghat,Samudrapur,Wheat (MP-3288),Shallow Black,8.59,419,24.1,62,15,8,3648,Yes
Rabi,Nanded,Hadgaon,Loha,Chickpea (Vijay),Medium Black,10.92,397,25.8,70,33,12,1437,Yes
Kharif,Parbhani,Gangakhed,Gangakhed Town,Groundnut (JL-24),Deep Black,5.42,501,34.4,73,31,20,1361,Yes
Kharif,Latur,Ahmadpur,Deoni,Cotton (NSP-1135),Laterite,6.99,703,34.6,63,73,28,1577,Yes
Kharif,Osmanabad,Tuljapur,Tuljapur Town,Groundnut (TG-37A),Shallow Black,8.97,635,33.3,59,41,14,0,No
Rabi,Satara,Wai,Wai Town,Sunflower (BSH-1),Shallow Black,1.12,257,22.2,55,54,28,773,Yes
Kharif,Akola,Akot,Patur,Groundnut (TG-37A),Deep Black,2.55,420,33.1,72,41,18,0,No
Kharif,Thane,Bhiwandi,Vasai,Soybean (MACS-450),Laterite,7.08,792,32.1,55,55,4,1872,Yes
Kharif,Kolhapur,Karvir,Hatkanangale,Rice (SAHABHAGI),Deep Black,4.66,846,29.3,77,29,16,2324,Yes
Rabi,Sangli,Miraj,Jat,Sunflower (KBSH-53),Medium Black,1.14,390,23.5,72,53,31,0,No
Rabi,Satara,Wai,Koregaon,Safflower (A-1),Clay Loam,9.32,318,20.4,67,48,13,791,Yes
Rabi,Latur,Udgir,Chakur,Safflower (PBNS-12),Clay Loam,5.53,321,29.1,64,42,14,0,No
Rabi,Solapur,Mohol,Malshiras,Chickpea (Digvijay),Deep Black,11.73,178,25.2,47,24,13,0,No
Kharif,Jalgaon,Jamner,Erandol,Pearl Millet (ICTP-8203),Clay Loam,2.32,589,34.1,62,44,14,1353,Yes
Kharif,Ratnagiri,Chiplun,Dapoli,Pigeonpea (ICPL-87119),Medium Black,1.78,532,34.5,65,57,24,0,No
Rabi,Hingoli,Aundha Nagnath,Hingoli City,Sorghum (CSH-23),Deep Black,3.93,227,28.7,58,41,14,1951,Yes
Rabi,Jalgaon,Jamner,Bodwad,Wheat (MP-3288),Shallow Black,9.71,257,26.2,64,25,2,0,No
Kharif,Osmanabad,Tuljapur,Lohara,Cotton (NSP-1136),Laterite,7.12,787,34.7,59,71,30,1139,Yes
Kharif,Kolhapur,Karvir,Gaganbawada,Pearl Millet (DHANASHREE),Clay Loam,11.43,1192,27.9,67,43,17,0,No
Kharif,Sindhudurg,Kankavli,Sawantwadi,Pigeonpea (ICPL-87119),Medium Black,11.01,550,33.8,58,50,21,0,No
Rabi,Sindhudurg,Kankavli,Dodamarg,Safflower (A-1),Deep Black,11.98,241,29.2,64,43,16,0,No
Rabi,Dhule,Sindkhede,Sakri,Safflower (A-1),Shallow Black,1.42,337,25.8,47,45,12,0,No
Rabi,Sangli,Tasgaon,Tasgaon Town,Chickpea (Digvijay),Shallow Black,11.0,318,22.2,59,29,10,1791,Yes
Kharif,Parbhani,Jintur,Manwath,Pearl Millet (DHANASHREE),Medium Black,7.9,619,31.3,64,49,14,1172,Yes
Kharif,Sindhudurg,Oros,Kankavli,Pearl Millet (ICTP-8203),Clay Loam,3.35,566,35.7,61,54,13,1313,Yes
Rabi,Wardha,Hinganghat,Arvi,Sunflower (BSH-1),Shallow Black,11.71,494,26.4,72,59,30,1611,Yes
Kharif,Osmanabad,Tuljapur,Bhum,Pearl Millet (DHANASHREE),Clay Loam,11.43,549,35.8,56,53,13,1418,Yes
Rabi,Nashik,Niphad,Niphad Town,Chickpea (Digvijay),Laterite,7.08,217,24.8,51,24,9,746,Yes
Kharif,Solapur,Mohol,Sangola,Pearl Millet (DHANASHREE),Medium Black,3.68,497,31.1,62,55,13,1601,Yes
Kharif,Osmanabad,Osmanabad City,Bhum,Pearl Millet (DHANASHREE),Laterite,6.56,783,34.6,63,46,15,594,Yes
Kharif,Amravati,Morshi,Chandur,Pigeonpea (ICPL-87119),Medium Black,4.68,873,26.3,73,55,21,0,No
Kharif,Ahmednagar,Sangamner,Nevasa,Rice (SAHABHAGI),Deep Black,9.64,715,29.7,80,20,14,2161,Yes
Kharif,Wardha,Arvi,Arvi Town,Groundnut (TG-37A),Medium Black,11.62,818,29.0,72,43,11,1039,Yes
Kharif,Pune,Baramati,Nimgaon,Pigeonpea (BSMR-736),Clay Loam,4.18,660,27.8,70,57,18,1288,Yes
Kharif,Kolhapur,Karvir,Gaganbawada,Groundnut (TG-37A),Medium Black,8.44,896,28.8,79,37,16,0,No
Rabi,Pune,Indapur,Nimbut,Wheat (HI-1500),Laterite,1.56,251,23.1,55,20,3,2037,Yes
Kharif,Sangli,Tasgaon,Miraj,Pearl Millet (DHANASHREE),Deep Black,7.46,610,26.6,65,43,13,0,No
Kharif,Latur,Ahmadpur,Chakur,Cotton (NH-615),Medium Black,1.07,408,32.4,62,69,25,1202,Yes
Rabi,Kolhapur,Shirol,Ajra,Chickpea (Digvijay),Laterite,4.2,411,19.4,59,23,12,1266,Yes
Kharif,Amravati,Morshi,Morshi Town,Rice (DRRH-3),Shallow Black,11.17,906,32.3,69,21,12,0,No
Rabi,Latur,Udgir,Ahmadpur,Chickpea (Vijay),Shallow Black,11.72,339,26.0,59,29,7,1311,Yes
Kharif,Parbhani,Jintur,Palam,Groundnut (TG-37A),Laterite,4.29,798,35.4,56,44,15,0,No
Rabi,Hingoli,Aundha Nagnath,Hingoli City,Sunflower (KBSH-53),Medium Black,2.51,334,22.3,59,68,29,1016,Yes
Rabi,Wardha,Arvi,Samudrapur,Sunflower (BSH-1),Shallow Black,7.31,443,20.1,55,60,32,1289,Yes
Kharif,Buldhana,Khamgaon,Malkapur,Groundnut (TG-37A),Deep Black,1.76,406,35.1,62,45,19,0,No
Rabi,Latur,Ahmadpur,Nilanga,Wheat (HI-1500),Laterite,6.53,254,25.3,52,25,2,0,No
Rabi,Latur,Ahmadpur,Ahmadpur Town,Wheat (HI-1500),Medium Black,5.16,331,22.0,48,17,3,3872,Yes
Rabi,Parbhani,Jintur,Palam,Sunflower (BSH-1),Deep Black,1.46,167,22.2,59,60,30,1177,Yes
Kharif,Thane,Palghar,Mokhada,Groundnut (TG-37A),Medium Black,7.26,451,34.6,58,32,15,0,No
